id,y_true,y_pred,absolute_error
1730896594.120717,91.37235292749102,201.0,109.62764707250898
1730896651.703448,216.00836594105994,248.0,31.991634058940065
1730896709.263593,149.46756884126117,55.0,94.46756884126117
1730896766.850741,80.11184913638411,37.0,43.11184913638411
1730896824.408169,106.90170583652417,111.0,4.098294163475828
1730896881.986722,187.18518671300262,175.0,12.185186713002622
1730896939.591537,126.01950348470086,65.0,61.01950348470086
1730896997.178235,97.25250430863412,101.0,3.7474956913658843
1730897054.753671,116.18374385594583,79.0,37.183743855945835
1730897112.348696,223.740482745929,248.0,24.259517254071
1730897169.938404,121.58137266933188,113.0,8.581372669331884
1730897227.530567,246.29404388168697,132.0,114.29404388168697
1730897285.139409,211.85920933166517,220.0,8.14079066833483
1730897342.731035,117.99524599044125,60.0,57.99524599044125
1730897400.80782,34.891630978604084,45.0,10.108369021395916
1730897458.516522,73.89130778563505,138.0,64.10869221436495
1730897516.144564,123.83433596242709,83.0,40.83433596242709
1730897573.767702,107.40791224077631,90.0,17.407912240776312
1730897631.408497,166.5571261240656,220.0,53.442873875934396
1730897689.032349,97.12927989718484,137.0,39.870720102815156
1730897746.664889,158.36452405128574,185.0,26.63547594871426
1730897804.303228,131.08564973096998,74.0,57.085649730969976
1730897861.949648,73.91027256015678,48.0,25.910272560156784
1730897919.588837,142.60327729012226,190.0,47.396722709877736
1730897977.204673,254.06106202466918,277.0,22.938937975330816
1730898034.83157,93.67244614539979,54.0,39.67244614539979
1730898092.474549,77.05659193974893,200.0,122.94340806025107
1730898150.092273,228.664421229978,128.0,100.66442122997799
1730898207.729612,252.45178834291073,245.0,7.4517883429107314
1730898265.365634,174.82795264879474,311.0,136.17204735120526
1730898323.029388,148.00343178174552,97.0,51.00343178174552
1730898380.683332,165.3850697733167,179.0,13.614930226683299
1730898438.452674,83.06700705458265,51.0,32.067007054582646
1730898496.087084,164.6765966263598,185.0,20.32340337364019
1730898553.757751,164.54222578987557,131.0,33.54222578987557
1730898611.424482,140.1617444142707,146.0,5.838255585729314
1730898669.07751,180.13119806631482,217.0,36.86880193368518
1730898726.713492,169.5568762854548,225.0,55.44312371454521
1730898784.380732,114.14481794014834,88.0,26.144817940148343
1730898842.047313,145.42886478164903,185.0,39.571135218350975
1730898899.718679,126.37027691629643,44.0,82.37027691629643
1730898957.365121,140.57188922298192,116.0,24.571889222981923
1730899015.048167,164.54222578987557,131.0,33.54222578987557
1730899072.736225,59.373708463489805,70.0,10.626291536510195
1730899130.425871,122.9573406793088,144.0,21.0426593206912
1730899188.095291,68.42634720460588,83.0,14.573652795394125
1730899245.773288,81.79851556715472,55.0,26.798515567154723
1730899303.480416,149.46756884126117,55.0,94.46756884126117
1730899361.178762,111.44927557408718,102.0,9.449275574087181
1730899418.864763,111.81820897916504,199.0,87.18179102083496
1730899476.552472,113.11352854390736,68.0,45.113528543907364
1730899534.235324,125.04342485444745,162.0,36.95657514555255
1730899591.947012,124.0216062050591,84.0,40.0216062050591
1730899649.670181,98.48382889703299,118.0,19.516171102967007
1730899707.379617,148.49368341882766,172.0,23.506316581172342
1730899765.10507,129.83194068571228,103.0,26.831940685712283
1730899822.802346,128.46271126779868,135.0,6.5372887322013185
1730899880.541766,103.07811228303233,118.0,14.921887716967674
1730899938.277871,63.272209632486906,52.0,11.272209632486906
1730899996.023916,121.22650413525088,132.0,10.773495864749123
1730900053.76588,240.84721173414746,252.0,11.152788265852536
1730900111.50115,106.92918500252972,102.0,4.929185002529721
1730900169.227449,153.63331639514493,91.0,62.63331639514493
1730900226.962266,99.7376248784888,65.0,34.7376248784888
1730900284.691987,113.79533366703389,71.0,42.79533366703389
1730900342.4069,80.11184913638411,37.0,43.11184913638411
1730900400.140492,194.39235775717015,197.0,2.6076422428298542
1730900457.880272,184.78118571770753,283.0,98.21881428229247
1730900515.621681,210.08705555805898,249.0,38.91294444194102
1730900573.346668,170.44328576745667,235.0,64.55671423254333
1730900631.098177,169.2311988217084,121.0,48.231198821708404
1730900688.85541,140.57188922298192,116.0,24.571889222981923
1730900746.592388,174.7517001077043,143.0,31.751700107704295
1730900804.349976,100.66339134964326,69.0,31.663391349643263
1730900862.099452,156.8133580599175,109.0,47.813358059917505
1730900919.860353,144.42650416308084,200.0,55.573495836919165
1730900977.603566,165.3850697733167,179.0,13.614930226683299
1730901035.371231,42.64913432963907,55.0,12.350865670360932
1730901093.143238,172.5523133160796,180.0,7.447686683920409
1730901150.893527,230.14173331652196,232.0,1.8582666834780355
1730901208.655297,207.92152620299922,265.0,57.07847379700078
1730901266.42585,157.87622023133642,276.0,118.12377976866358
1730901324.18989,291.2310232238409,258.0,33.23102322384091
1730901381.952523,85.80059763704412,49.0,36.80059763704412
